Wall time,Step,Value
1709854054.553573,11970,1126.5999755859375
1709854085.3505423,12180,1121.800048828125
1709854088.9028437,12205,1117.199951171875
1709854097.6846673,12270,1115.4000244140625
1709854103.4682548,12310,895.7999877929688
1709854105.4072144,12325,881.5999755859375
1709854119.6477273,12425,1120.800048828125
1709854128.4076934,12490,1123.199951171875
1709854131.3202353,12515,409.20001220703125
1709854206.398209,12585,138.1999969482422
1709854221.0573306,12595,-220.0
1709854270.2347229,12640,-80.5999984741211
1709854274.3325021,12650,-108.19999694824219
1709854315.3197634,12830,1088.4000244140625
1709854323.007755,12885,1119.0
1709854323.6626947,12890,1118.4000244140625
1709854330.2661595,12940,1114.800048828125
1709854337.7511547,12995,1113.4000244140625
1709854342.8962414,13030,1120.4000244140625
1709854351.6717918,13095,1111.5999755859375
1709854357.1161447,13135,1116.4000244140625
1709854362.443842,13175,1107.199951171875
1709854369.2868042,13215,849.5999755859375
1709854485.3814576,13350,870.0
1709854490.5049474,13370,663.2000122070312
1709854496.8631117,13405,414.3999938964844
1709854499.18704,13420,1115.0
1709854500.8341575,13430,1116.199951171875
1709854503.2512279,13445,1112.199951171875
1709854506.4199274,13465,876.7999877929688
1709854513.4846213,13510,885.7999877929688
1709854518.3301544,13540,1113.199951171875
1709854522.4180353,13565,1119.199951171875
1709854525.286669,13585,886.4000244140625
1709854534.1791847,13645,1114.199951171875
1709854535.0262039,13650,1115.4000244140625
1709854538.1572175,13670,882.7999877929688
1709854542.080374,13695,884.7999877929688
1709854543.0477252,13700,1114.0
1709854553.3614318,13765,1118.800048828125
1709854553.9539502,13770,878.7999877929688
1709854554.5422735,13775,1111.800048828125
1709854557.5154362,13800,890.4000244140625
1709854560.8958504,13825,1113.199951171875
1709854562.8395607,13840,653.5999755859375
1709854569.0940716,13890,1121.199951171875
1709854573.6769664,13925,1117.5999755859375
1709854592.393668,14060,891.7999877929688
1709854608.0333073,14170,619.4000244140625
1709854653.7752237,14220,107.5999984741211
1709854719.8512878,14305,1058.800048828125
1709854721.0503018,14310,1113.199951171875
1709854779.38864,14605,1131.5999755859375
1709854790.261093,14670,1132.4000244140625
1709854803.6278787,14760,1115.4000244140625
1709854805.5046005,14775,885.0
1709854810.2322156,14810,1122.0
1709854812.3021896,14825,1117.0
1709854817.6306362,14865,1116.0
1709854847.8584669,15095,1118.5999755859375
1709854857.7793307,15170,1117.5999755859375
1709854866.9192033,15235,1122.800048828125
1709854892.3473585,15415,1121.199951171875
1709854893.0144567,15420,1122.199951171875
1709854905.8751335,15515,1119.199951171875
1709854906.5278823,15520,1116.800048828125
1709854907.2025192,15525,1120.4000244140625
1709854914.1345706,15575,887.2000122070312
1709854917.336084,15595,1114.800048828125
1709854918.2318468,15600,1122.800048828125
1709854918.9729118,15605,1124.0
1709854924.5129359,15640,887.5999755859375
1709854938.0000992,15725,1115.4000244140625
1709854959.2126071,15865,1120.800048828125
1709854971.5141003,15960,1118.0
1709854976.5456991,15995,1124.0
1709854980.2387874,16020,1124.0
1709854989.813231,16085,1121.0
1709854992.1956701,16100,1124.4000244140625
1709854998.890469,16145,1116.4000244140625
1709855007.410123,16205,1119.5999755859375
1709855025.2893412,16325,889.2000122070312
1709855027.4222493,16340,1122.800048828125
1709855052.5847445,16530,1129.800048828125
1709855077.029462,16700,1114.5999755859375
1709855088.4611044,16780,1123.4000244140625
1709855102.4548137,16870,1116.800048828125
1709855110.0372305,16920,1119.199951171875
1709855110.7949054,16925,1124.4000244140625
1709855116.89279,16965,1123.4000244140625
1709855125.5034204,17020,1122.199951171875
1709855134.5681462,17090,1120.4000244140625
1709855165.4339902,17305,1119.0
1709855182.487101,17415,1115.5999755859375
1709855183.3043268,17420,1121.5999755859375
1709855187.524676,17455,1115.800048828125
1709855188.6493468,17465,1117.5999755859375
1709855193.5905762,17500,1120.4000244140625
1709855210.67522,17630,1121.0
1709855223.7399774,17720,1116.4000244140625
1709855261.9260569,17830,596.0
1709855269.3321643,17845,73.4000015258789
1709855312.0643249,17880,30.799999237060547
1709855382.711625,17940,-99.80000305175781
1709855421.485841,18000,203.1999969482422
1709855479.0768538,18065,-109.5999984741211
1709855481.1261325,18070,657.2000122070312
1709855484.6407137,18080,648.5999755859375
1709855509.2619426,18150,889.4000244140625
1709855531.2253845,18270,1137.5999755859375
1709855537.027763,18285,1141.800048828125
1709855538.6120417,18295,1137.0
1709855540.318841,18305,1135.800048828125
1709855542.6348062,18320,1137.5999755859375
1709855547.3645453,18340,1140.800048828125
1709855549.9019084,18355,886.4000244140625
1709855595.1057367,18450,9.199999809265137
1709855644.8751671,18500,373.79998779296875
1709855666.030606,18560,1128.0
1709855673.988084,18585,1131.199951171875
1709855696.8427737,18725,1126.4000244140625
1709855699.139395,18740,1132.4000244140625
1709855703.0958867,18765,1137.199951171875
1709855703.8816063,18770,1136.199951171875
1709855712.108052,18805,1135.0
1709855713.6200912,18815,1135.5999755859375
1709855727.7246091,18910,1134.0
1709855728.5338545,18915,1132.0
1709855731.3374283,18935,1135.5999755859375
1709855733.4478278,18950,1133.0
1709855777.9431198,19240,1135.5999755859375
1709855779.5526738,19250,1136.0
1709855786.289762,19300,902.2000122070312
1709855793.008857,19345,1136.0
1709855817.4541624,19510,1134.4000244140625
1709855825.138562,19555,1127.800048828125
1709855828.6147563,19575,1126.199951171875
1709855833.8027463,19605,1130.0
1709855843.3020313,19665,1138.4000244140625
1709855845.5601497,19680,1134.0
1709855858.7817276,19765,1134.0
1709855868.562433,19830,1131.800048828125
1709855875.707948,19875,1132.199951171875
1709855880.6293392,19905,1133.4000244140625
1709855906.9168856,20060,1127.5999755859375
1709855908.6412246,20070,899.5999755859375
1709855916.3814864,20115,1139.4000244140625
1709855925.0689778,20170,1138.5999755859375
1709855930.3053017,20200,1136.800048828125
1709855935.421957,20235,1140.800048828125
1709855966.5233684,20420,1139.199951171875
1709855985.9953914,20545,1139.5999755859375
1709855990.4615762,20575,1141.5999755859375
1709855994.7175984,20605,1139.199951171875
1709855996.9110625,20620,1145.4000244140625
1709856014.4025087,20730,1145.800048828125
1709856041.1441314,20905,1138.0
1709856049.319788,20960,1146.0
1709856061.7291152,21035,1145.5999755859375
1709856078.73498,21135,1132.800048828125
1709856093.2599292,21230,1146.800048828125
1709856095.4214637,21245,1146.0
1709856097.7079623,21260,1141.5999755859375
1709856101.4891858,21285,1138.800048828125
1709856149.1292527,21590,1137.0
1709856152.6109562,21615,1142.0
1709856155.8252187,21640,1144.0
1709856159.7753696,21670,1144.800048828125
1709856194.8281147,21895,1144.5999755859375
1709856207.8688407,21975,1142.5999755859375
1709856228.917645,22110,1140.4000244140625
1709856238.676717,22175,907.0
1709856244.4239416,22215,1141.0
1709856252.6152666,22270,1135.0
1709856260.846734,22330,1144.800048828125
1709856277.7500746,22445,1142.5999755859375
1709856281.933162,22475,1142.4000244140625
1709856305.6500578,22625,1135.4000244140625
1709856313.071381,22675,1146.0
1709856316.0180278,22695,1145.4000244140625
1709856334.6420891,22820,1141.4000244140625
1709856337.579767,22840,1145.5999755859375
1709856342.0456474,22870,1145.5999755859375
1709856370.1204422,23045,1142.800048828125
1709856372.4842503,23060,1145.199951171875
1709856400.6044922,23245,1146.0
1709856406.9535987,23290,1146.0
1709856407.6385128,23295,1146.0
1709856413.5897355,23335,1141.199951171875
1709856422.8231804,23390,1141.800048828125
1709856429.3207116,23430,1146.0
1709856432.6592488,23450,1145.5999755859375
1709856434.3785746,23460,1140.4000244140625
1709856439.3886056,23490,1146.199951171875
1709856446.811878,23535,1146.0
1709856454.3085747,23580,1145.5999755859375
1709856466.156414,23650,1146.5999755859375
1709856471.918971,23685,1144.800048828125
1709856487.8848572,23795,1146.0
1709856492.8129468,23830,1146.0
1709856496.9937055,23860,1141.5999755859375
1709856499.7906916,23880,1145.800048828125
1709856500.465579,23885,1144.0
1709856519.6560605,24020,1144.4000244140625
1709856521.8111835,24035,1136.5999755859375
1709856523.9738579,24050,1142.0
1709856526.6060822,24070,1146.0
1709856538.8921902,24150,1146.0
1709856540.5534685,24160,1145.5999755859375
1709856542.1305249,24170,1146.0
1709856543.0211809,24175,1146.0
1709856543.8483875,24180,1146.0
1709856550.7738283,24220,1134.5999755859375
1709856581.6361437,24410,1145.5999755859375
1709856591.148367,24475,1130.4000244140625
1709856603.9328618,24550,668.7999877929688
1709856620.4611495,24645,1145.5999755859375
1709856623.6931958,24665,1146.0
1709856628.513341,24700,1141.199951171875
1709856631.3278863,24720,1142.4000244140625
1709856635.014823,24745,1140.199951171875
1709856658.2861586,24900,1146.0
1709856666.3034763,24955,1142.0
1709856691.9237335,25115,1143.199951171875
1709856722.6127226,25235,666.0
1709856784.0302932,25330,306.0
1709856814.5637808,25395,1129.199951171875
1709856815.3849158,25400,1143.5999755859375
1709856821.2199442,25440,1144.0
1709856822.6997807,25450,1141.5999755859375
1709856826.402997,25475,1143.5999755859375
1709856856.4895291,25660,1143.5999755859375
1709856859.982225,25680,1128.5999755859375
1709856863.3981879,25700,1143.5999755859375
1709856872.6738055,25755,1141.199951171875
1709856873.486383,25760,1146.0
1709856875.1408303,25770,1144.0
1709856875.9640858,25775,1145.5999755859375
1709856902.154839,25935,1146.0
1709856926.427818,25990,-10.600000381469727
1709856941.355293,26000,-270.0
1709856948.116315,26025,1130.0
1709856949.6504238,26035,438.79998779296875
1709856958.894309,26090,900.7999877929688
1709856963.9473567,26125,1134.5999755859375
1709856973.2994893,26190,1135.5999755859375
1709856983.778359,26265,1139.800048828125
1709856989.9700222,26310,900.5999755859375
1709856992.0925336,26325,1134.800048828125
1709857016.6725123,26475,1130.4000244140625
1709857040.1975405,26590,1135.199951171875
1709857041.0355616,26595,1135.800048828125
1709857043.6253843,26610,1141.4000244140625
1709857045.1740718,26620,1137.5999755859375
1709857048.0968666,26640,1137.199951171875
1709857053.6063118,26670,1136.0
1709857073.804692,26810,897.0
1709857079.9906394,26850,1129.0
1709857099.1392112,26965,1138.800048828125
1709857106.9245038,27010,1133.4000244140625
1709857107.7301772,27015,1139.199951171875
1709857142.2459168,27225,1139.0
1709857149.3964381,27270,1144.5999755859375
1709857151.7490225,27285,1136.5999755859375
1709857153.339125,27295,1142.4000244140625
1709857188.9738216,27520,1141.5999755859375
1709857193.1135428,27545,1141.5999755859375
1709857193.8094308,27550,1144.0
1709857201.6635118,27605,1144.0
1709857277.0336497,27725,1129.199951171875
1709857297.254192,27835,1142.5999755859375
1709857325.8349028,28020,1137.800048828125
1709857367.0601964,28265,1138.800048828125
1709857378.8267422,28335,908.0
1709857426.8777583,28615,1140.0
1709857432.2207048,28650,1145.5999755859375
1709857449.4701247,28760,1146.0
1709857451.506259,28775,1146.0
1709857452.7755463,28785,1144.4000244140625
1709857453.4707243,28790,1146.0
1709857471.3386981,28905,1143.0
1709857476.6890674,28945,1146.0
1709857509.0707831,29160,1137.4000244140625
1709857536.4066126,29330,1146.0
1709857545.6945052,29395,1121.4000244140625
1709857547.9102118,29410,1110.0
1709857598.417152,29740,1114.4000244140625
1709857603.4481757,29780,889.0
1709857608.8719404,29820,1146.0
1709857621.6965084,29905,1122.0
1709857628.8809447,29950,1119.5999755859375
1709857634.264718,29985,1117.5999755859375
1709857639.0938513,30015,1142.4000244140625
1709857643.8654249,30045,1139.199951171875
1709857671.9783037,30225,1128.4000244140625
1709857677.7806084,30265,1124.0
1709857693.940083,30380,1113.199951171875
1709857695.3461812,30390,1118.5999755859375
1709857696.0001879,30395,1121.5999755859375
1709857718.6540296,30555,1115.0
1709857719.8815324,30565,1121.5999755859375
1709857733.471686,30665,1118.4000244140625
1709857737.3338997,30690,1125.4000244140625
1709857739.0068674,30700,1115.5999755859375
1709857740.535597,30710,1136.4000244140625
1709857762.121369,30840,1123.5999755859375
1709857788.2813365,31025,658.7999877929688
1709857792.1976652,31055,1136.0
1709857800.2406502,31105,1123.5999755859375
1709857803.2817137,31125,1121.5999755859375
1709857816.924806,31215,1115.4000244140625
1709857823.3268151,31255,1120.4000244140625
1709857842.3285885,31395,1115.0
1709857843.664679,31405,1119.199951171875
1709857848.433666,31440,1119.199951171875
1709857853.6525362,31480,1126.0
1709857854.3163033,31485,1118.800048828125
1709857856.6080992,31500,1112.800048828125
1709857866.314702,31570,1119.199951171875
1709857876.888989,31640,1118.4000244140625
1709857879.9316616,31660,1120.199951171875
1709857881.4194098,31670,1118.4000244140625
1709857890.910526,31735,1118.800048828125
1709857898.5548384,31790,1116.199951171875
1709857899.3051467,31795,1126.0
1709857903.216255,31820,1124.4000244140625
1709857906.9403944,31845,1116.199951171875
1709857933.371917,32030,1116.800048828125
1709857945.543794,32120,1111.5999755859375
1709857958.3264837,32215,1124.0
1709857962.3851757,32245,1120.0
1709857968.5167794,32295,1120.4000244140625
1709857978.7026038,32365,1117.199951171875
1709857992.944531,32455,1119.0
1709857995.4127839,32470,1118.199951171875
1709858019.9404347,32640,1120.4000244140625
1709858022.0090249,32655,1123.199951171875
1709858028.3197277,32700,1118.5999755859375
1709858032.566304,32730,1116.0
1709858036.2528043,32755,1120.0
1709858046.5107818,32820,1122.4000244140625
1709858050.490587,32845,1117.800048828125
1709858063.2159193,32925,1124.800048828125
1709858066.80778,32950,1120.4000244140625
1709858070.5187213,32975,1118.800048828125
1709858073.6915588,32995,1117.199951171875
1709858086.5697508,33075,1118.199951171875
1709858097.371309,33145,886.5999755859375
1709858112.4016016,33245,887.2000122070312
1709858130.4794233,33365,1116.199951171875
1709858156.2858596,33540,1121.199951171875
1709858160.6572506,33575,1115.4000244140625
1709858165.3107991,33600,1124.800048828125
1709858166.7486534,33610,1128.800048828125
1709858168.1096046,33620,1119.0
1709858172.392137,33650,1146.0
1709858175.2020473,33670,1133.199951171875
1709858185.8697212,33750,1117.800048828125
1709858193.061231,33805,1117.199951171875
1709858203.3717291,33880,1120.4000244140625
1709858210.4319284,33925,1119.5999755859375
1709858223.4486873,34010,1115.0
1709858238.7243533,34105,1119.5999755859375
1709858250.3157325,34185,1116.800048828125
1709858253.9362748,34210,1120.0
1709858255.379643,34220,1119.199951171875
1709858259.7852194,34250,1123.5999755859375
1709858266.1588125,34295,1116.0
1709858277.890811,34375,1123.5999755859375
1709858308.083367,34570,1120.0
1709858309.3742385,34580,882.7999877929688
1709858311.336015,34595,1126.4000244140625
1709858318.8453403,34650,1110.4000244140625
1709858323.4104097,34685,1114.5999755859375
1709858351.2447784,34875,1122.4000244140625
1709858363.7886603,34955,1122.800048828125
1709858367.139884,34980,1120.0
1709858368.5665581,34990,1115.800048828125
1709858370.83331,35005,1123.5999755859375
1709858383.7799053,35090,1114.4000244140625
1709858391.6405077,35140,1115.199951171875
1709858392.52304,35145,1119.199951171875
1709858402.3959155,35220,1125.5999755859375
1709858409.0140042,35270,1120.800048828125
1709858430.3201957,35435,1121.5999755859375
1709858449.6594603,35585,1115.199951171875
1709858451.7490776,35600,1114.5999755859375
1709858455.6412237,35630,1117.5999755859375
1709858484.4402997,35820,1112.199951171875
1709858493.3602862,35885,1111.0
1709858494.0334013,35890,1124.5999755859375
1709858495.5652244,35900,1108.5999755859375
1709858499.778856,35930,1113.0
1709858501.8316565,35945,1115.199951171875
1709858514.2554183,36035,1114.0
1709858528.2433274,36125,1117.199951171875
1709858546.4733799,36245,1114.800048828125
1709858549.179223,36265,1115.5999755859375
1709858557.2230277,36325,1114.0
1709858563.1473613,36370,1122.0
1709858583.091481,36510,1121.199951171875
1709858587.7754233,36540,1122.0
1709858607.6834397,36670,1119.4000244140625
1709858610.7622712,36690,1125.199951171875
1709858612.4666176,36700,1122.4000244140625
1709858622.1263306,36765,1115.199951171875
1709858625.4745402,36790,1119.199951171875
1709858632.1713388,36835,1118.800048828125
1709858638.2693164,36885,1116.5999755859375
1709858643.4759338,36925,1120.199951171875
1709858664.156947,37085,1114.4000244140625
1709858669.0486977,37120,1118.5999755859375
1709858676.5101662,37175,1116.5999755859375
1709858677.1781452,37180,1116.0
1709858698.7104595,37320,1112.0
1709858701.617831,37340,1117.0
1709858703.2996805,37350,1118.800048828125
1709858712.931435,37410,1116.199951171875
1709858731.721159,37530,1118.5999755859375
1709858740.3040006,37590,1116.800048828125
1709858746.1412058,37630,1123.5999755859375
1709858750.751068,37660,1120.4000244140625
1709858759.0761874,37715,1115.5999755859375
1709858765.3121405,37755,1117.5999755859375
1709858766.9382038,37765,1116.0
1709858771.472816,37795,1122.800048828125
1709858776.3904567,37825,1114.5999755859375
1709858796.9702883,37965,1111.4000244140625
1709858801.8533792,38000,1119.5999755859375
1709858803.2639267,38010,1122.4000244140625
1709858804.690729,38020,1113.0
1709858806.7718852,38035,1119.5999755859375
1709858827.9340847,38190,1114.0
1709858828.5504265,38195,1115.5999755859375
1709858832.0061536,38220,1119.5999755859375
1709858843.1207035,38300,1117.199951171875
1709858843.7853506,38305,1118.800048828125
1709858886.7171707,38605,1119.5999755859375
1709858890.8688085,38635,1114.4000244140625
1709858892.7591712,38650,1110.4000244140625
1709858912.3419356,38780,1111.800048828125
1709858913.1365325,38785,1115.0
1709858916.4193032,38805,1122.800048828125
1709858942.9823902,38970,1126.4000244140625
1709858943.8690195,38975,1116.800048828125
1709858965.1092176,39105,1118.800048828125
1709858977.7742774,39190,1120.4000244140625
1709858980.8799396,39210,1118.0
1709858986.6488762,39250,1114.800048828125
1709858990.322207,39275,1119.199951171875
1709858990.9790394,39280,1120.800048828125
1709858995.6686382,39310,1118.0
1709859011.2433481,39410,1120.0
1709859021.4043224,39475,1119.800048828125
1709859026.0327642,39505,1121.4000244140625
1709859034.812715,39585,-48.0
1709859041.2780635,39630,1120.0
1709859043.7022014,39645,1113.0
1709859088.192604,39930,1118.0
1709859115.4132042,40130,1120.800048828125
1709859117.8670847,40145,1120.0
1709859118.6261597,40150,1120.4000244140625
1709859120.1915376,40160,1119.199951171875
1709859131.2622316,40230,1113.5999755859375
1709859137.6468709,40270,1118.0
1709859155.0676284,40385,1118.199951171875
1709859155.807559,40390,1119.5999755859375
1709859169.8414047,40480,1114.800048828125
1709859190.7390544,40610,1117.199951171875
1709859206.7029448,40710,1113.0
1709859208.0657077,40720,1116.4000244140625
1709859222.2827702,40815,1120.4000244140625
1709859223.0453918,40820,1113.800048828125
1709859239.0105674,40925,1122.4000244140625
1709859244.0441751,40960,1122.0
1709859249.9961913,41000,1120.800048828125
1709859250.6419957,41005,884.4000244140625
1709859261.5764356,41080,1116.800048828125
1709859271.2944982,41145,1114.0
1709859272.056735,41150,1122.800048828125
1709859290.0348833,41275,1118.0
1709859306.2469258,41385,1118.4000244140625
1709859310.996187,41415,1116.800048828125
1709859313.3529074,41430,1117.0
1709859314.1198378,41435,1116.800048828125
1709859317.2008452,41455,1116.0
1709859321.099693,41480,1118.0
1709859325.0079107,41505,1113.199951171875
1709859360.8993013,41745,1113.199951171875
1709859363.0615296,41760,1117.199951171875
1709859371.5044508,41815,1118.0
1709859378.0789962,41860,1114.0
1709859381.8833675,41885,1117.5999755859375
1709859396.9954445,41985,1117.199951171875
1709859407.4257755,42055,1113.199951171875
1709859411.1087403,42080,1120.0
1709859445.8518057,42285,1113.5999755859375
1709859449.060104,42305,1117.199951171875
1709859471.2166648,42455,1120.800048828125
1709859481.419377,42520,1114.800048828125
1709859495.105526,42605,1117.800048828125
1709859502.1666665,42650,1120.0
1709859515.3033829,42740,1120.4000244140625
1709859520.0324008,42770,1120.800048828125
1709859527.5632823,42815,1114.800048828125
1709859556.0280793,43005,1114.800048828125
1709859559.3815753,43030,1118.4000244140625
1709859568.7270577,43090,1108.0
1709859570.446659,43100,1118.800048828125
1709859571.2138994,43105,1119.5999755859375
1709859575.82237,43135,1118.0
1709859598.6367016,43295,1112.800048828125
1709859601.372376,43315,1112.800048828125
1709859621.8926892,43470,1122.0
1709859625.8337266,43500,1116.0
1709859634.3547137,43565,1114.800048828125
1709859637.9038281,43590,1119.199951171875
1709859642.3102252,43620,1114.800048828125
1709859657.1430457,43720,883.2000122070312
1709859663.5189545,43760,1116.800048828125
1709859665.1945305,43770,1116.4000244140625
1709859683.0511522,43880,1114.800048828125
1709859684.5900664,43890,1112.4000244140625
1709859692.1029906,43940,1118.800048828125
1709859700.4891558,43995,1116.199951171875
1709859716.8097732,44100,1114.800048828125
1709859719.035991,44115,1115.800048828125
1709859726.7408974,44165,1117.5999755859375
1709859751.544423,44325,1118.4000244140625
