Wall time,Step,Value
1710025274.9700217,90,-98.19999694824219
1710025319.4995959,235,-117.80000305175781
1710025342.512848,310,-108.5999984741211
1710025343.6389234,315,-81.80000305175781
1710025355.089747,355,-90.0
1710025362.615016,385,-100.4000015258789
1710025368.1466265,410,-85.5999984741211
1710025380.431627,445,-149.8000030517578
1710025401.4144375,515,-108.0
1710025406.5488532,535,-88.5999984741211
1710025433.5486553,640,-92.19999694824219
1710025435.338635,650,-80.5999984741211
1710025465.9733498,785,-63.0
1710025469.3456182,800,-80.80000305175781
1710025473.9961185,820,-95.0
1710025486.7393405,860,-139.0
1710025523.947992,955,-82.5999984741211
1710025538.3568413,1015,69.0
1710025570.5713003,1145,-79.19999694824219
1710025586.6232214,1220,-70.80000305175781
1710025587.3582537,1225,-59.79999923706055
1710025604.1913795,1295,-68.4000015258789
1710025616.3370552,1355,-68.19999694824219
1710025621.1824062,1370,-115.0
1710025632.0962377,1410,82.5999984741211
1710025635.5971203,1425,-73.4000015258789
1710025649.0528064,1475,183.39999389648438
1710025672.7602503,1580,-61.79999923706055
1710025675.533154,1595,-72.80000305175781
1710025701.4479985,1730,77.19999694824219
1710025713.7603405,1790,-64.80000305175781
1710025722.6420572,1830,55.20000076293945
1710025734.6440609,1890,-77.5999984741211
1710025741.9302487,1930,89.19999694824219
1710025745.8353102,1950,80.19999694824219
1710025755.9134169,2010,75.4000015258789
1710025767.0222206,2075,74.80000305175781
1710025784.3085155,2180,-57.0
1710025786.3555176,2185,-144.60000610351562
1710025787.7016463,2195,76.4000015258789
1710025793.3002422,2230,239.8000030517578
1710025807.5564818,2305,72.5999984741211
1710025812.115357,2325,66.5999984741211
1710025823.6705194,2375,65.19999694824219
1710025828.1370835,2400,80.0
1710025828.994521,2405,222.0
1710025856.3622062,2550,75.19999694824219
1710025858.3622272,2560,669.0
1710025858.76869,2565,-63.79999923706055
1710025885.204038,2665,-55.79999923706055
1710025896.0302193,2690,-14.0
1710025897.7650592,2700,-71.19999694824219
1710025915.2604947,2760,99.5999984741211
1710025918.5791695,2780,85.19999694824219
1710025924.2849514,2810,371.3999938964844
1710025952.2531443,2950,231.1999969482422
1710025955.8093095,2970,-65.5999984741211
1710025956.9669979,2980,88.5999984741211
1710025988.5515532,3145,228.8000030517578
1710025996.2420974,3185,-43.400001525878906
1710026003.998654,3215,229.60000610351562
1710026005.020582,3220,394.79998779296875
1710026017.5233824,3290,84.5999984741211
1710026024.5439374,3335,91.5999984741211
1710026031.8048418,3375,539.0
1710026071.0717814,3605,90.80000305175781
1710026074.699973,3625,91.4000015258789
1710026087.729129,3720,236.8000030517578
1710026119.9073858,3820,-60.400001525878906
1710026153.78509,3875,-232.0
1710026164.7863958,3910,-125.5999984741211
1710026176.1870759,3940,169.0
1710026200.3758821,4020,68.5999984741211
1710026215.6935756,4095,367.20001220703125
1710026227.9612458,4160,392.20001220703125
1710026249.6506062,4285,388.79998779296875
1710026255.8941479,4330,531.7999877929688
1710026270.5496454,4430,240.60000610351562
1710026284.8506138,4505,525.4000244140625
1710026310.9077294,4650,244.8000030517578
1710026321.6756938,4710,525.5999755859375
1710026327.9526932,4745,251.8000030517578
1710026377.770027,4995,223.0
1710026383.6948347,5010,12.800000190734863
1710026385.6781204,5020,82.5999984741211
1710026398.9019191,5075,302.79998779296875
1710026403.4965448,5110,-62.599998474121094
1710026406.8503919,5130,514.2000122070312
1710026408.5394235,5140,518.2000122070312
1710026415.377719,5185,529.2000122070312
1710026428.1302505,5280,235.60000610351562
1710026438.1354604,5350,384.3999938964844
1710026439.035301,5355,670.2000122070312
1710026443.3860917,5385,396.3999938964844
1710026459.1632488,5490,537.7999877929688
1710026463.566924,5520,374.79998779296875
1710026467.6249833,5545,392.0
1710026469.5156913,5555,530.4000244140625
1710026481.163994,5625,93.80000305175781
1710026487.2027493,5660,669.5999755859375
1710026497.2472785,5730,239.0
1710026500.8795092,5755,679.2000122070312
1710026501.7223868,5760,388.0
1710026511.0863237,5820,389.3999938964844
1710026518.2724917,5870,237.39999389648438
